Region,Buyer,Model,Model Year,Supplier,text
Europe,Ford,Fiesta (Germany),2016,Continental AG,Brake hose
Europe,Ford,Fiesta (Germany),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,GM,Buick LaCrosse (USA),2016,Cooper-Standard Holdings Inc.,Brake line
Americas,GM,Buick LaCrosse (USA),2016,Cooper-Standard Holdings Inc.,Vacuum brake line
Japan,Honda,CR-V,2016,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Fit,2016,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Fit Hybrid,2016,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Freed,2016,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Legend Hybrid,2016,Nichirin Co. Ltd.,Brake hose
Japan,Honda,N-BOX,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-BOX +,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-BOX + Custom,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-BOX Custom,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-BOX Slash,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-BOX Slash Custom,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-ONE,2016,Nichirin Co. Ltd.,Brake hose
Japan,Honda,N-ONE,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-ONE Premium Tourer,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-ONE Tourer,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Honda,N-WGN,2016,Nichirin Co. Ltd.,Brake hose
Japan,Honda,Step WGN,2016,Nichirin Co. Ltd.,Brake hose
Europe,Jaguar Land Rover,Jaguar XF (UK),2016,Hutchinson S.A.,Vacuum brake line
Europe,Maserati,Levante (Italy),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Japan,Mazda,Atenza,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Atenza Sedan,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Atenza Wagon,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Axela,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Axela Sedan,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Axela Sedan Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Axela Sport,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Carol,2016,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mazda,CX-3,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,CX-3,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,CX-5,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,CX-5,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,CX-9,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Demio,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Demio,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Flair,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Flair Wagon,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mazda,Premacy,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Roadster,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Mazda,Roadster,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,Delica D:5,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,eK Custom,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,eK Space,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,eK Space Custom,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,eK Wagon,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,i-MiEV,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Mitsubishi,Pajero,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Nissan,Lafesta Highway Star,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Nissan,Note,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Nissan,Serena,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Japan,Nissan,X-Trail,2016,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Opel,Mokka X (Spain),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Peugeot,3008 (France),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Porsche,718 Boxster (Germany),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Porsche,Panamera (Germany),2016,A. Kayser Automotive Systems GmbH,Vacuum hose
Europe,Porsche,Panamera (Germany),2016,DELFINGEN DE-Aschheim GmbH (Formerly Schlemmer Holding GmbH),Vacuum hose
Europe,Porsche,Panamera (Germany),2016,FTE automotive GmbH,Brake line
Europe,Porsche,Panamera (Germany),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Renault,Scenic (France),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Renault,Talisman (France),2016,Flexitech Inc.,Front brake hose
Europe,smart,fortwo electric drive (France),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Japan,Subaru,Stella,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Subaru,Stella Custom RS,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Suzuki,Alto,2016,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Suzuki,Hustler,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Suzuki,Ignis Hybrid,2016,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Suzuki,Lapin,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Suzuki,Solio,2016,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Suzuki,Spacia,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Suzuki,Swift,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Suzuki,Swift Sport,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Suzuki,Wagon R,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Suzuki,Wagon R Stingray,2016,Toyoda Gosei Co. Ltd.,Brake hose
Americas,Tesla,Model X (USA),2016,Proterial Cable America Inc. (Formerly Hitachi Cable America Inc.),Brake hose assembly
Japan,Toyota,Allion,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Alphard,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Alphard Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Auris,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Auris Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Camry,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Century,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Crown Hybrid Royal Saloon,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Crown Majesta,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Crown Royal,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Crown Royal Saloon,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus CT200h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus ES300h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Estima,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Estima Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus GS F,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus GS300h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus GS350,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus GS450h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus GX,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Harrier,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Harrier Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Hiace Wagon,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus HS250h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus IS200t,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus IS250,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus IS300h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus IS350,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Isis,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Land Cruiser,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Land Cruiser Prado,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus LS460,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus LS460L,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus LS600h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus LS600hL,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus LX570,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Mark X,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Noah,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Noah Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus NX200t,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus NX300h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Premio,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Prius,2016,Toyoda Gosei Co. Ltd.,Front brake hose
Japan,Toyota,Prius,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Prius PHV,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Prius α,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,RAV4,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,RAV4 Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus RC F,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus RC200t,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus RC300h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus RC350,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus RX200t,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Lexus RX450h,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,SAI,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Vellfire,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Vellfire Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Voxy,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Voxy Hybrid,2016,Toyoda Gosei Co. Ltd.,Brake hose
Japan,Toyota,Wish,2016,Toyoda Gosei Co. Ltd.,Brake hose
Americas,Volkswagen,Beetle Dune (Mexico),2016,Continental AG,Brake hose
Americas,Volkswagen,Beetle Dune (Mexico),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Volvo Cars,Volvo V90 (Sweden),2016,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Alfa Romeo,Giulia (Italy),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Audi,A4 (Germany),2015,FTE automotive GmbH,Brake hose
Europe,Audi,A4 (Germany),2015,FTE automotive GmbH,Brake line
Europe,Audi,A4 (Germany),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Audi,Q7 (Slovakia),2015,Flexitech Europe SAS,Front brake hose
Europe,Audi,Q7 (Slovakia),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
China,Beijing Hyundai,Hyundai Tucson (FF) (China),2015,Hwaseung Automotive Parts (Taicang) Co. Ltd.,Hydraulic brake hose
China,Beijing Hyundai,Hyundai Tucson (FF) (China),2015,Tianjin Pyung Hwa Auto Parts Co. Ltd.,Vaccum brake hose
Europe,Bentley,Bentayga (UK),2015,Continental AG,Brake hose
Europe,Bentley,Bentayga (UK),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,BMW,7 Series (Germany),2015,Veritas AG,Vacuum brake line
Europe,BMW,MINI Clubman (UK),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,BMW,X5 (USA),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,Chrysler,200 (USA),2015,Flexitech Inc.,Brake hose
Americas,Chrysler,200 (USA),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Daimler,Mercedes-Benz CLA Shooting Brake (Hungary),2015,Continental AG,Brake hose
Europe,Daimler,Mercedes-Benz CLA Shooting Brake (Hungary),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Daimler,Mercedes-Benz GLC (Germany),2015,Continental AG,Brake hose front axle / rear axle
Americas,Daimler,Mercedes-Benz GLE Coupe (USA),2015,Continental AG,Brake hose
Americas,Daimler,Mercedes-Benz GLE Coupe (USA),2015,TI Automotive USA (Cartersville Georgia),Brake line
Americas,Daimler,Mercedes-Benz GLE Coupe (USA),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
China,Dongfeng Honda,Honda Ciimo (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Honda,Honda Civic (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Honda,Honda CR-V (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Honda,Honda Elysion (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Honda,Honda Jade (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Honda,Honda Spirior (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Honda,Honda XR-V (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan Livina (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan March (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan Murano (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan Qashqai (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan Sunny (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan Sylphy (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan Teana (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan Tiida (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,Dongfeng Nissan,Nissan X-Trail (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,FAW Toyota,Toyota Corolla (FF) (China),2015,Tianjin Maruyasu Pipeline Systems Co. Ltd.,Brake hose
China,FAW Toyota,Toyota Corolla EX (China),2015,Tianjin Maruyasu Pipeline Systems Co. Ltd.,Brake hose
China,FAW Toyota,Toyota Crown (FR) (China),2015,Tianjin Maruyasu Pipeline Systems Co. Ltd.,Brake hose
China,FAW Toyota,Toyota Land Cruiser (China),2015,Tianjin Maruyasu Pipeline Systems Co. Ltd.,Brake hose
China,FAW Toyota,Toyota Prius (China),2015,Tianjin Maruyasu Pipeline Systems Co. Ltd.,Brake hose
China,FAW Toyota,Toyota RAV4 (FF) (China),2015,Tianjin Maruyasu Pipeline Systems Co. Ltd.,Brake hose
China,FAW Toyota,Toyota Reiz (FR) (China),2015,Tianjin Maruyasu Pipeline Systems Co. Ltd.,Brake hose
China,FAW Toyota,Toyota Vios (FF) (China),2015,Tianjin Maruyasu Pipeline Systems Co. Ltd.,Brake hose
Americas,Ford,Edge (Canada),2015,Proterial Cable America Inc. (Formerly Hitachi Cable America Inc.),Brake hose assembly
ASEAN・India・Korea,Ford,Everest (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,Ford,F-150 (USA),2015,Proterial Cable America Inc. (Formerly Hitachi Cable America Inc.),Brake hose assembly
ASEAN・India・Korea,Ford,Fiesta (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,Ford,Mustang (USA),2015,Proterial Cable America Inc. (Formerly Hitachi Cable America Inc.),Brake hose assembly
ASEAN・India・Korea,Ford,Ranger (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
China,GAC Honda,Honda Accord (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,GAC Honda,Honda City (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,GAC Honda,Honda Crider (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,GAC Honda,Honda Crosstour (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,GAC Honda,Honda Fit (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,GAC Honda,Honda Odyssey (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
China,GAC Honda,Honda Vezel (FF) (China),2015,Nichirin Co. Ltd.,Hydraulic brake hose
Americas,GM,Chevrolet Cruze (Brazil),2015,Nichirin Vietnam Co. Ltd.,Brake hose
Americas,GM,Chevrolet Cruze (USA),2015,Cooper-Standard Holdings Inc.,Brake line
Americas,GM,Chevrolet Cruze (USA),2015,Nichirin Vietnam Co. Ltd.,Brake hose
Americas,GM,Chevrolet Cruze (USA),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake booster line
Americas,GM,Cadillac Escalade (USA),2015,Flexitech Inc.,Brake hose
ASEAN・India・Korea,Honda,Jazz (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
ASEAN・India・Korea,Isuzu,mu-X (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
ASEAN・India・Korea,Mazda,BT-50 (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
ASEAN・India・Korea,Mazda,Mazda2 (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
ASEAN・India・Korea,Nissan,March (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
ASEAN・India・Korea,Nissan,Teana (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Opel,Astra (Poland),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Renault,Kadjar (Spain),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Renault,Kadjar (Spain),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Vacuum brake booster line
Europe,Renault,Megane (Spain),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Renault,Talisman (France),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Rolls-Royce,Dawn (UK),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
China,SAIC GM,Chevrolet Cruze (FF) (China),2015,Nichirin Vietnam Co. Ltd.,Brake hose
ASEAN・India・Korea,Suzuki,Swift (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Americas,Tesla,Model X (USA),2015,Proterial Cable America Inc. (Formerly Hitachi Cable America Inc.),Brake hose assembly
ASEAN・India・Korea,Toyota,Vios (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
ASEAN・India・Korea,Toyota,Yaris (Thailand),2015,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
Europe,Volkswagen,T6 (Germany),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Volkswagen,Tiguan (Germany),2015,Continental AG,Brake hose
Europe,Volkswagen,Tiguan (Germany),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Volkswagen,Touran (Germany),2015,Continental AG,Brake hose
Europe,Volkswagen,Touran (Germany),2015,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Volvo Cars,Volvo XC90 (Sweden),2015,Hutchinson S.A.,Front brake hose
Europe,Volvo Cars,Volvo XC90 (Sweden),2015,Hutchinson S.A.,Rear brake hose
Europe,Audi,A3 Sportback e-tron (Germany),2014,Continental AG,Brake hose
Europe,Audi,A3 Sportback e-tron (Germany),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,Audi,TT (Hungary),2014,Continental AG,Brake hose
Europe,Audi,TT (Hungary),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,BMW,2 Series (Germany),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,BMW,2 Series Active Tourer (Germany),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Europe,BMW,4 Series (Germany),2014,Flexitech Europe SAS,Brake hose assembly
Europe,BMW,MINI MINI ONE (UK),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,BMW,X4 (USA),2014,Flexitech Inc.,Brake hoses
Americas,BMW,X4 (USA),2014,Flexitech Europe SAS,Rear brake hose
Americas,BMW,X4 (USA),2014,Flexitech Europe SAS,Front brake hose
Americas,BMW,X4 (USA),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,BMW,X5 (USA),2014,Flexitech Inc.,Brake hose
Americas,BMW,X6 (USA),2014,Flexitech Inc.,Front brake hose
Americas,BMW,X6 (USA),2014,Flexitech Inc.,Rear brake hose
Americas,Chrysler,200 (USA),2014,Flexitech Inc.,Front brake hose
Americas,Chrysler,200 (USA),2014,TI Automotive Reynosa S. de R.L. de C.V.,Brake line
Japan,Daihatsu,Move,2014,Toyoda Gosei Co. Ltd.,Front brake hose
Europe,Daimler,Mercedes-Benz CLA (Hungary),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Booster line
Europe,Daimler,Mercedes-AMG GT (Germany),2014,Continental AG,Brake hose
Europe,Daimler,Mercedes-Benz S 500 Plug-in Hybrid (Germany),2014,Veritas AG,Vacuum hose
Americas,Dodge,SRT Barracuda (Canada),2014,Flexitech Inc.,Front brake hose
China,FAW-Volkswagen,Volkswagen Bora (FF) (China),2014,Changchun Chinaust Automobile Parts Co. Ltd.,Vacuum hose
China,FAW-Volkswagen,Audi Q5 (China),2014,Changchun Chinaust Automobile Parts Co. Ltd.,Vacuum hose
Europe,Fiat,500X (Italy),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,Ford,Edge (Canada),2014,HC Queretaro S.A. de C.V.,Brake hose assembly
Americas,Ford,Edge (Canada),2014,Industrias Martinrea de Mexico S.A. de C.V.,Brake line
Americas,GM,Chevrolet Corvette (USA),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake line
Americas,GM,Cadillac Escalade (USA),2014,Flexitech Inc.,Front brake hose
Americas,GM,Cadillac Escalade (USA),2014,Flexitech Inc.,Rear brake hose
Americas,GM,Chevrolet Impala (USA),2014,Flexitech Inc.,Brake hose
Americas,GM,GMC Sierra (USA),2014,Flexitech Inc.,Brake hose
Americas,GM,Chevrolet Suburban (USA),2014,Flexitech Inc.,Rear brake hose
Americas,GM,Chevrolet Suburban (USA),2014,Flexitech Inc.,Front brake hose
Americas,GM,Chevrolet Tahoe (USA),2014,Flexitech Europe SAS,Front brake hose
Americas,GM,Chevrolet Tahoe (USA),2014,Industrias Martinrea de Mexico S.A. de C.V.,Brake line
Americas,GM,GMC Yukon XL (USA),2014,Cooper-Standard Holdings Inc.,Vacuum brake line
Americas,GM,GMC Yukon XL (USA),2014,Flexitech Inc.,Front brake hose
Americas,GM,GMC Yukon XL (USA),2014,Industrias Martinrea de Mexico S.A. de C.V.,Brake line
Japan,Honda,Accord Hybrid,2014,Proterial Ltd. (Formerly Hitachi Metals Ltd.),Brake hose
ASEAN・India・Korea,Hyundai,Eon (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,Fluidic Verna (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,Getz (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,Grand i10 (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,i10 (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,i20 (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,Neo Fluidic Elantra (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,Santa Fe (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,Santro Xing (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,Sonata (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
ASEAN・India・Korea,Hyundai,Xcent (India),2014,Pyung Hwa India Pvt. Ltd.,Brake booster vacuum hose
Europe,Jaguar Land Rover,Land Rover Range Rover (UK),2014,TI Fluid Systems Plc. (Formerly TI Automotive Limited),Brake booster line
Americas,Jeep,Cherokee (USA),2014,Proterial Cable America Inc. (Formerly Hitachi Cable America Inc.),Rear brake hose
Japan,Mazda,Scrum Van,2014,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mazda,Scrum Wagon,2014,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Delica D:2,2014,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Delica D:5,2014,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Galant Fortis,2014,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Galant Fortis Sportback,2014,Meiji Flow Systems Co. Ltd.,Brake hose
Japan,Mitsubishi,Lancer Evolution X,2014,Meiji Flow Systems Co. Ltd.,Brake hose
